SEASON,NAME_TEAM,N_PLAY,SCORE_FAVOR,SCORE_AGAINST,WINS,DRAWS,LOSES,POINTS
2008-09,RCD Español,22,1,1,0,1,0,1
2008-09,UD Almería,22,2,3,0,0,1,0
2008-09,RCD La Coruña,22,1,1,0,1,0,1
2008-09,Valencia CF,22,0,1,0,0,1,0
2008-09,Atlético Madrid,22,3,0,1,0,0,3
2008-09,Athletic Club Bilbao,22,1,2,0,0,1,0
2008-09,CD Numancia,22,1,2,0,0,1,0
2008-09,FC Barcelona,23,2,2,0,1,0,1
2008-09,CA Osasuna,23,0,0,0,1,0,1
2008-09,Málaga CF,23,1,1,0,1,0,1
2008-09,Real Valladolid CF,23,2,3,0,0,1,0
2008-09,Recreativo Huelva,23,1,1,0,1,0,1
2008-09,Getafe CF,23,1,1,0,1,0,1
2008-09,Sevilla FC,23,2,0,1,0,0,3
2008-09,RCD Mallorca,23,1,0,1,0,0,3
2008-09,Villarreal CF,23,1,1,0,1,0,1
2008-09,Real Madrid CF,23,4,0,1,0,0,3
2008-09,RCD Español,24,2,1,1,0,0,3
2008-09,Real Betis,24,1,6,0,0,1,0
2008-09,Atlético Madrid,24,0,1,0,0,1,0
2008-09,Sporting Gijón,24,1,2,0,0,1,0
2008-09,Athletic Club Bilbao,24,1,1,0,1,0,1
2008-09,Valencia CF,24,1,1,0,1,0,1
2008-09,Real Racing Santander,24,0,1,0,0,1,0
2008-09,CD Numancia,24,0,2,0,0,1,0
2008-09,UD Almería,24,1,1,0,1,0,1
2008-09,Málaga CF,24,3,1,1,0,0,3
2008-09,Sevilla FC,25,2,1,1,0,0,3
2008-09,Real Madrid CF,25,2,0,1,0,0,3
2008-09,Getafe CF,25,1,2,0,0,1,0
2008-09,FC Barcelona,25,3,4,0,0,1,0
2008-09,Villarreal CF,25,2,2,0,1,0,1
2008-09,Recreativo Huelva,25,2,0,1,0,0,3
2008-09,RCD La Coruña,25,1,0,1,0,0,3
2008-09,CA Osasuna,25,1,1,0,1,0,1
2008-09,RCD Mallorca,25,1,0,1,0,0,3
2008-09,Real Valladolid CF,25,2,1,1,0,0,3
2008-09,Athletic Club Bilbao,26,0,2,0,0,1,0
2008-09,Atlético Madrid,26,1,1,0,1,0,1
2008-09,RCD Español,26,0,1,0,0,1,0
2008-09,Málaga CF,26,2,1,1,0,0,3
2008-09,Real Racing Santander,26,3,5,0,0,1,0
2008-09,Real Betis,26,3,3,0,1,0,1
2008-09,Valencia CF,26,1,2,0,0,1,0
2008-09,Sporting Gijón,26,2,1,1,0,0,3
2008-09,Real Valladolid CF,26,3,2,1,0,0,3
2008-09,UD Almería,26,1,2,0,0,1,0
2008-09,Real Madrid CF,27,5,2,1,0,0,3
2008-09,Recreativo Huelva,27,1,1,0,1,0,1
2008-09,FC Barcelona,27,2,0,1,0,0,3
2008-09,Villarreal CF,27,2,3,0,0,1,0
2008-09,CA Osasuna,27,0,0,0,1,0,1
2008-09,RCD Mallorca,27,3,3,0,1,0,1
2008-09,Sevilla FC,27,2,2,0,1,0,1
2008-09,CD Numancia,27,0,5,0,0,1,0
2008-09,RCD La Coruña,27,2,3,0,0,1,0
2008-09,Getafe CF,27,0,1,0,0,1,0
2008-09,Real Valladolid CF,28,1,4,0,0,1,0
2008-09,Athletic Club Bilbao,28,0,2,0,0,1,0
2008-09,Málaga CF,28,0,6,0,0,1,0
2008-09,Recreativo Huelva,28,1,2,0,0,1,0
2008-09,Real Betis,28,1,1,0,1,0,1
2008-09,Atlético Madrid,28,0,2,0,0,1,0
2008-09,Sporting Gijón,28,1,2,0,0,1,0
2008-09,RCD Español,28,0,1,0,0,1,0
2008-09,UD Almería,28,0,3,0,0,1,0
2008-09,Valencia CF,28,1,0,1,0,0,3
2008-09,Villarreal CF,29,0,3,0,0,1,0
2008-09,RCD Mallorca,29,1,2,0,0,1,0
2008-09,CD Numancia,29,3,3,0,1,0,1
2008-09,Real Madrid CF,29,1,0,1,0,0,3
2008-09,Sevilla FC,29,1,0,1,0,0,3
2008-09,FC Barcelona,29,1,0,1,0,0,3
2008-09,CA Osasuna,29,4,2,1,0,0,3
2008-09,RCD La Coruña,29,1,3,0,0,1,0
2008-09,Real Racing Santander,29,2,0,1,0,0,3
2008-09,Getafe CF,29,1,4,0,0,1,0
2008-09,Recreativo Huelva,30,0,2,0,0,1,0
2008-09,Málaga CF,30,2,0,1,0,0,3
2008-09,Atlético Madrid,30,2,1,1,0,0,3
2008-09,UD Almería,30,0,2,0,0,1,0
2008-09,RCD Español,30,0,0,0,1,0,1
2008-09,Athletic Club Bilbao,30,1,2,0,0,1,0
2008-09,Real Valladolid CF,30,0,2,0,0,1,0
2008-09,Real Betis,30,3,2,1,0,0,3
2008-09,Getafe CF,30,1,0,1,0,0,3
2008-09,Valencia CF,30,3,2,1,0,0,3
2008-09,RCD La Coruña,31,1,0,1,0,0,3
2008-09,CD Numancia,31,0,3,0,0,1,0
2008-09,FC Barcelona,31,1,0,1,0,0,3
2008-09,RCD Mallorca,31,1,1,0,1,0,1
2008-09,Real Madrid CF,31,1,0,1,0,0,3
2008-09,CA Osasuna,31,1,2,0,0,1,0
2008-09,Sporting Gijón,31,0,2,0,0,1,0
2008-09,Real Racing Santander,31,0,1,0,0,1,0
2008-09,Sevilla FC,31,1,3,0,0,1,0
2008-09,Villarreal CF,31,0,0,0,1,0,1
2008-09,Athletic Club Bilbao,32,2,1,1,0,0,3
2008-09,Getafe CF,32,2,3,0,0,1,0
2008-09,Sevilla FC,32,0,4,0,0,1,0
2008-09,Valencia CF,32,2,1,1,0,0,3
2008-09,UD Almería,32,0,2,0,0,1,0
2008-09,Málaga CF,32,3,2,1,0,0,3
2008-09,Real Valladolid CF,32,0,2,0,0,1,0
2008-09,Atlético Madrid,32,1,5,0,0,1,0
2008-09,RCD Español,32,3,0,1,0,0,3
2008-09,Recreativo Huelva,32,1,2,0,0,1,0
2008-09,CD Numancia,33,1,2,0,0,1,0
2008-09,RCD La Coruña,33,1,1,0,1,0,1
2008-09,FC Barcelona,33,2,2,0,1,0,1
2008-09,Real Racing Santander,33,1,2,0,0,1,0
2008-09,Sporting Gijón,33,1,3,0,0,1,0
2008-09,Real Betis,33,0,2,0,0,1,0
2008-09,Villarreal CF,33,2,1,1,0,0,3
2008-09,RCD Mallorca,33,4,2,1,0,0,3
2008-09,Real Madrid CF,33,4,2,1,0,0,3
2008-09,CA Osasuna,33,0,0,0,1,0,1
2008-09,Málaga CF,34,0,2,0,0,1,0
2008-09,FC Barcelona,34,6,2,1,0,0,3
2008-09,Sevilla FC,34,2,0,1,0,0,3
2008-09,Atlético Madrid,34,2,0,1,0,0,3
2008-09,Valencia CF,34,0,3,0,0,1,0
2008-09,Real Valladolid CF,34,0,1,0,0,1,0
2008-09,Getafe CF,34,1,2,0,0,1,0
2008-09,Recreativo Huelva,34,2,1,1,0,0,3
2008-09,UD Almería,34,2,0,1,0,0,3
2008-09,Athletic Club Bilbao,34,1,1,0,1,0,1
2008-09,Real Betis,35,0,1,0,0,1,0
2008-09,RCD Mallorca,35,1,3,0,0,1,0
2008-09,Real Madrid CF,35,0,3,0,0,1,0
2008-09,Sporting Gijón,35,1,3,0,0,1,0
2008-09,RCD Español,35,2,3,0,0,1,0
2008-09,Villarreal CF,35,3,3,0,1,0,1
2008-09,CA Osasuna,35,0,3,0,0,1,0
2008-09,Real Racing Santander,35,0,1,0,0,1,0
2008-09,RCD La Coruña,35,2,1,1,0,0,3
2008-09,CD Numancia,35,0,0,0,1,0,1
2008-09,Getafe CF,36,1,1,0,1,0,1
2008-09,Sevilla FC,36,0,0,0,1,0,1
2008-09,Real Madrid CF,36,2,3,0,0,1,0
2008-09,Valencia CF,36,0,1,0,0,1,0
2008-09,UD Almería,36,0,2,0,0,1,0
2008-09,Athletic Club Bilbao,36,0,1,0,0,1,0
2008-09,FC Barcelona,36,1,2,0,0,1,0
2008-09,Recreativo Huelva,36,0,1,0,0,1,0
2008-09,Real Valladolid CF,36,2,3,0,0,1,0
2008-09,Málaga CF,36,1,2,0,0,1,0
2008-09,RCD Español,37,3,0,1,0,0,3
2008-09,Atlético Madrid,37,4,1,1,0,0,3
2008-09,CA Osasuna,37,1,0,1,0,0,3
2008-09,CD Numancia,37,0,1,0,0,1,0
2008-09,Real Betis,37,1,1,0,1,0,1
2008-09,Real Racing Santander,37,1,0,1,0,0,3
2008-09,RCD La Coruña,37,0,1,0,0,1,0
2008-09,Sporting Gijón,37,2,1,1,0,0,3
2008-09,Valencia CF,37,1,3,0,0,1,0
2008-09,RCD Mallorca,37,3,1,1,0,0,3
2008-09,UD Almería,38,0,3,0,0,1,0
2008-09,FC Barcelona,38,1,1,0,1,0,1
2008-09,Villarreal CF,38,3,2,1,0,0,3
2008-09,Athletic Club Bilbao,38,0,2,0,0,1,0
2008-09,Real Valladolid CF,38,1,1,0,1,0,1
2008-09,Málaga CF,38,0,3,0,0,1,0
2008-09,Sevilla FC,38,2,0,1,0,0,3
2008-09,Real Madrid CF,38,1,2,0,0,1,0
2008-09,Getafe CF,38,1,1,0,1,0,1
2008-09,Recreativo Huelva,38,1,2,0,0,1,0
2009-10,RCD La Coruña,1,2,3,0,0,1,0
2009-10,CD Tenerife,1,0,1,0,0,1,0
2009-10,Real Valladolid CF,1,0,0,0,1,0,1
2009-10,RCD Español,1,0,1,0,0,1,0
2009-10,Atlético Madrid,1,0,3,0,0,1,0
2009-10,Xerez CD,1,0,2,0,0,1,0
2009-10,Villarreal CF,1,1,1,0,1,0,1
2009-10,Getafe CF,1,4,1,1,0,0,3
2009-10,Sevilla FC,1,0,2,0,0,1,0
2009-10,Sporting Gijón,1,0,3,0,0,1,0
2009-10,Real Racing Santander,2,1,1,0,1,0,1
2009-10,Real Madrid CF,2,3,0,1,0,0,3
2009-10,FC Barcelona,2,2,0,1,0,0,3
2009-10,Real Zaragoza,2,1,4,0,0,1,0
2009-10,Málaga CF,2,0,1,0,0,1,0
2009-10,UD Almería,2,0,1,0,0,1,0
2009-10,CA Osasuna,2,1,2,0,0,1,0
2009-10,Valencia CF,2,4,2,1,0,0,3
2009-10,RCD Mallorca,2,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,2,1,0,1,0,0,3
2009-10,Atlético Madrid,3,2,5,0,0,1,0
2009-10,RCD Español,3,3,2,1,0,0,3
2009-10,Real Racing Santander,3,2,1,1,0,0,3
2009-10,CD Tenerife,3,0,4,0,0,1,0
2009-10,Sevilla FC,3,2,0,1,0,0,3
2009-10,Getafe CF,3,0,1,0,0,1,0
2009-10,Villarreal CF,3,2,3,0,0,1,0
2009-10,Xerez CD,3,0,5,0,0,1,0
2009-10,Sporting Gijón,3,2,2,0,1,0,1
2009-10,Real Valladolid CF,3,2,1,1,0,0,3
2009-10,FC Barcelona,4,4,1,1,0,0,3
2009-10,RCD Mallorca,4,0,2,0,0,1,0
2009-10,UD Almería,4,2,2,0,1,0,1
2009-10,Málaga CF,4,1,2,0,0,1,0
2009-10,Valencia CF,4,1,3,0,0,1,0
2009-10,Athletic Club Bilbao,4,0,1,0,0,1,0
2009-10,CA Osasuna,4,2,1,1,0,0,3
2009-10,Real Madrid CF,4,2,0,1,0,0,3
2009-10,RCD La Coruña,4,3,0,1,0,0,3
2009-10,Real Zaragoza,4,1,1,0,1,0,1
2009-10,Sevilla FC,5,4,0,1,0,0,3
2009-10,FC Barcelona,5,2,0,1,0,0,3
2009-10,CD Tenerife,5,0,3,0,0,1,0
2009-10,Atlético Madrid,5,2,2,0,1,0,1
2009-10,Real Racing Santander,5,2,2,0,1,0,1
2009-10,Xerez CD,5,0,0,0,1,0,1
2009-10,Villarreal CF,5,0,1,0,0,1,0
2009-10,Real Valladolid CF,5,0,3,0,0,1,0
2009-10,Sporting Gijón,5,0,1,0,0,1,0
2009-10,Getafe CF,5,0,3,0,0,1,0
2009-10,Real Zaragoza,6,1,2,0,0,1,0
2009-10,UD Almería,6,0,1,0,0,1,0
2009-10,RCD La Coruña,6,1,0,1,0,0,3
2009-10,CA Osasuna,6,1,2,0,0,1,0
2009-10,Valencia CF,6,1,0,1,0,0,3
2009-10,Real Madrid CF,6,1,2,0,0,1,0
2009-10,RCD Mallorca,6,1,4,0,0,1,0
2009-10,Athletic Club Bilbao,6,2,2,0,1,0,1
2009-10,RCD Español,6,0,0,0,1,0,1
2009-10,Málaga CF,6,1,1,0,1,0,1
2009-10,Sevilla FC,7,0,1,0,0,1,0
2009-10,Real Valladolid CF,7,2,4,0,0,1,0
2009-10,FC Barcelona,7,0,0,0,1,0,1
2009-10,Sporting Gijón,7,2,1,1,0,0,3
2009-10,CD Tenerife,7,1,2,0,0,1,0
2009-10,UD Almería,7,2,1,1,0,0,3
2009-10,Getafe CF,7,1,3,0,0,1,0
2009-10,Atlético Madrid,7,0,3,0,0,1,0
2009-10,Villarreal CF,7,1,2,0,0,1,0
2009-10,Real Racing Santander,7,2,2,0,1,0,1
2009-10,RCD Mallorca,8,1,1,0,1,0,1
2009-10,RCD Español,8,0,0,0,1,0,1
2009-10,Real Madrid CF,8,0,0,0,1,0,1
2009-10,Valencia CF,8,3,0,1,0,0,3
2009-10,Real Zaragoza,8,1,6,0,0,1,0
2009-10,Athletic Club Bilbao,8,0,2,0,0,1,0
2009-10,CA Osasuna,8,1,1,0,1,0,1
2009-10,Xerez CD,8,0,1,0,0,1,0
2009-10,RCD La Coruña,8,0,4,0,0,1,0
2009-10,Málaga CF,8,1,2,0,0,1,0
2009-10,Atlético Madrid,9,0,1,0,0,1,0
2009-10,FC Barcelona,9,1,1,0,1,0,1
2009-10,Getafe CF,9,0,2,0,0,1,0
2009-10,Sevilla FC,9,2,0,1,0,0,3
2009-10,Real Valladolid CF,9,1,1,0,1,0,1
2009-10,Sporting Gijón,9,1,1,0,1,0,1
2009-10,Valencia CF,9,1,0,1,0,0,3
2009-10,Real Racing Santander,9,0,1,0,0,1,0
2009-10,CD Tenerife,9,0,5,0,0,1,0
2009-10,UD Almería,9,1,2,0,0,1,0
2009-10,Real Madrid CF,10,3,2,1,0,0,3
2009-10,RCD Mallorca,10,2,4,0,0,1,0
2009-10,RCD La Coruña,10,2,0,1,0,0,3
2009-10,Málaga CF,10,2,2,0,1,0,1
2009-10,CA Osasuna,10,0,2,0,0,1,0
2009-10,Athletic Club Bilbao,10,2,0,1,0,0,3
2009-10,Villarreal CF,10,2,3,0,0,1,0
2009-10,RCD Español,10,0,1,0,0,1,0
2009-10,Real Zaragoza,10,1,3,0,0,1,0
2009-10,Xerez CD,10,0,0,0,1,0,1
2009-10,FC Barcelona,11,1,1,0,1,0,1
2009-10,Atlético Madrid,11,1,2,0,0,1,0
2009-10,Real Racing Santander,11,0,1,0,0,1,0
2009-10,Sevilla FC,11,2,1,1,0,0,3
2009-10,Getafe CF,11,2,0,1,0,0,3
2009-10,Real Zaragoza,11,1,1,0,1,0,1
2009-10,UD Almería,11,1,3,0,0,1,0
2009-10,Valencia CF,11,3,1,1,0,0,3
2009-10,Real Valladolid CF,11,1,3,0,0,1,0
2009-10,Sporting Gijón,11,0,0,0,1,0,1
2009-10,Málaga CF,12,2,2,0,1,0,1
2009-10,Villarreal CF,12,0,1,0,0,1,0
2009-10,RCD Mallorca,12,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,12,4,1,1,0,0,3
2009-10,RCD Español,12,0,4,0,0,1,0
2009-10,Real Madrid CF,12,0,1,0,0,1,0
2009-10,Xerez CD,12,1,5,0,0,1,0
2009-10,RCD La Coruña,12,1,0,1,0,0,3
2009-10,CD Tenerife,12,3,3,0,1,0,1
2009-10,CA Osasuna,12,1,0,1,0,0,3
2009-10,FC Barcelona,13,2,0,1,0,0,3
2009-10,FC Barcelona,14,3,1,1,0,0,3
2009-10,UD Almería,13,2,4,0,0,1,0
2009-10,Real Valladolid CF,13,1,1,0,1,0,1
2009-10,Atlético Madrid,13,2,0,1,0,0,3
2009-10,Valencia CF,13,2,1,1,0,0,3
2009-10,Real Racing Santander,13,4,0,1,0,0,3
2009-10,CA Osasuna,13,1,1,0,1,0,1
2009-10,Real Zaragoza,13,1,4,0,0,1,0
2009-10,Sporting Gijón,13,1,2,0,0,1,0
2009-10,Getafe CF,13,2,3,0,0,1,0
2009-10,RCD Español,14,0,1,0,0,1,0
2009-10,Real Madrid CF,14,3,2,1,0,0,3
2009-10,Athletic Club Bilbao,14,2,1,1,0,0,3
2009-10,RCD La Coruña,14,1,1,0,1,0,1
2009-10,Villarreal CF,14,2,1,1,0,0,3
2009-10,CD Tenerife,14,1,2,0,0,1,0
2009-10,RCD Mallorca,14,1,0,1,0,0,3
2009-10,Xerez CD,15,2,3,0,0,1,0
2009-10,Sevilla FC,14,1,0,1,0,0,3
2009-10,Málaga CF,14,1,1,0,1,0,1
2009-10,CA Osasuna,15,0,2,0,0,1,0
2009-10,Real Zaragoza,15,0,6,0,0,1,0
2009-10,Getafe CF,15,2,1,1,0,0,3
2009-10,UD Almería,15,0,2,0,0,1,0
2009-10,Valencia CF,15,0,0,0,1,0,1
2009-10,RCD Mallorca,15,1,2,0,0,1,0
2009-10,Atlético Madrid,15,1,1,0,1,0,1
2009-10,Sporting Gijón,15,1,2,0,0,1,0
2009-10,Real Racing Santander,15,0,2,0,0,1,0
2009-10,Sevilla FC,16,1,2,0,0,1,0
2009-10,Villarreal CF,16,1,1,0,1,0,1
2009-10,RCD Español,16,0,1,0,0,1,0
2009-10,Xerez CD,16,0,1,0,0,1,0
2009-10,Real Valladolid CF,16,0,1,0,0,1,0
2009-10,Athletic Club Bilbao,16,0,2,0,0,1,0
2009-10,Real Madrid CF,16,0,0,0,1,0,1
2009-10,CD Tenerife,16,0,2,0,0,1,0
2009-10,Málaga CF,16,2,2,0,1,0,1
2009-10,RCD La Coruña,16,0,0,0,1,0,1
2009-10,Real Racing Santander,17,2,1,1,0,0,3
2009-10,Atlético Madrid,17,4,0,1,0,0,3
2009-10,UD Almería,17,1,1,0,1,0,1
2009-10,Real Zaragoza,17,1,2,0,0,1,0
2009-10,CA Osasuna,17,0,1,0,0,1,0
2009-10,Athletic Club Bilbao,17,1,1,0,1,0,1
2009-10,RCD Mallorca,17,0,2,0,0,1,0
2009-10,Getafe CF,17,0,1,0,0,1,0
2009-10,FC Barcelona,17,5,0,1,0,0,3
2009-10,Valencia CF,17,3,1,1,0,0,3
2009-10,Real Madrid CF,18,0,1,0,0,1,0
2009-10,Sevilla FC,18,0,4,0,0,1,0
2009-10,RCD Español,18,0,2,0,0,1,0
2009-10,CD Tenerife,18,1,1,0,1,0,1
2009-10,Sporting Gijón,18,2,3,0,0,1,0
2009-10,Getafe CF,18,0,1,0,0,1,0
2009-10,RCD La Coruña,18,0,2,0,0,1,0
2009-10,Real Valladolid CF,18,1,1,0,1,0,1
2009-10,Villarreal CF,18,1,4,0,0,1,0
2009-10,Xerez CD,18,0,0,0,1,0,1
2009-10,Athletic Club Bilbao,19,1,3,0,0,1,0
2009-10,UD Almería,19,0,1,0,0,1,0
2009-10,FC Barcelona,19,3,0,1,0,0,3
2009-10,RCD Mallorca,19,1,1,0,1,0,1
2009-10,Atlético Madrid,19,0,1,0,0,1,0
2009-10,Málaga CF,19,0,2,0,0,1,0
2009-10,Real Racing Santander,19,1,0,1,0,0,3
2009-10,Valencia CF,19,0,0,0,1,0,1
2009-10,Real Zaragoza,19,2,4,0,0,1,0
2009-10,CA Osasuna,19,2,1,1,0,0,3
2009-10,Athletic Club Bilbao,20,0,1,0,0,1,0
2009-10,Real Madrid CF,20,3,1,1,0,0,3
2009-10,FC Barcelona,20,1,0,1,0,0,3
2009-10,Málaga CF,20,2,0,1,0,0,3
2009-10,Real Racing Santander,20,0,0,0,1,0,1
2009-10,Valencia CF,20,1,2,0,0,1,0
2009-10,Real Zaragoza,20,3,1,1,0,0,3
2009-10,UD Almería,20,1,1,0,1,0,1
2009-10,CA Osasuna,20,2,0,1,0,0,3
2009-10,RCD Mallorca,20,1,2,0,0,1,0
2009-10,Getafe CF,21,1,2,0,0,1,0
2009-10,RCD Español,21,0,3,0,0,1,0
2009-10,Real Valladolid CF,21,0,2,0,0,1,0
2009-10,Sporting Gijón,21,1,3,0,0,1,0
2009-10,Xerez CD,21,2,3,0,0,1,0
2009-10,RCD La Coruña,21,0,0,0,1,0,1
2009-10,Villarreal CF,21,0,1,0,0,1,0
2009-10,CD Tenerife,21,0,1,0,0,1,0
2009-10,Atlético Madrid,21,1,1,0,1,0,1
2009-10,Sevilla FC,21,1,2,0,0,1,0
2009-10,Valencia CF,22,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,22,1,2,0,0,1,0
2009-10,Real Madrid CF,22,3,0,1,0,0,3
2009-10,FC Barcelona,22,1,2,0,0,1,0
2009-10,RCD La Coruña,22,0,2,0,0,1,0
2009-10,UD Almería,22,2,2,0,1,0,1
2009-10,Málaga CF,22,3,0,1,0,0,3
2009-10,CA Osasuna,22,0,1,0,0,1,0
2009-10,Real Zaragoza,22,1,1,0,1,0,1
2009-10,RCD Mallorca,22,0,1,0,0,1,0
2009-10,Real Racing Santander,23,0,4,0,0,1,0
2009-10,Xerez CD,23,1,2,0,0,1,0
2009-10,Sevilla FC,23,3,1,1,0,0,3
2009-10,Atlético Madrid,23,0,1,0,0,1,0
2009-10,CD Tenerife,23,1,4,0,0,1,0
2009-10,RCD Español,23,1,2,0,0,1,0
2009-10,Real Valladolid CF,23,1,1,0,1,0,1
2009-10,Villarreal CF,23,2,6,0,0,1,0
2009-10,Sporting Gijón,23,3,1,1,0,0,3
2009-10,Getafe CF,23,1,2,0,0,1,0
2009-10,Málaga CF,24,1,2,0,0,1,0
2009-10,Real Zaragoza,24,2,0,1,0,0,3
2009-10,Real Madrid CF,24,5,1,1,0,0,3
2009-10,Valencia CF,24,1,4,0,0,1,0
2009-10,UD Almería,24,2,0,1,0,0,3
2009-10,Athletic Club Bilbao,24,0,0,0,1,0,1
2009-10,CA Osasuna,24,2,3,0,0,1,0
2009-10,RCD Mallorca,24,2,1,1,0,0,3
2009-10,RCD La Coruña,24,0,1,0,0,1,0
2009-10,RCD Español,24,1,1,0,1,0,1
2009-10,FC Barcelona,25,2,2,0,1,0,1
2009-10,CD Tenerife,25,1,3,0,0,1,0
2009-10,Sevilla FC,25,2,3,0,0,1,0
2009-10,Real Valladolid CF,25,0,2,0,0,1,0
2009-10,Villarreal CF,25,0,0,0,1,0,1
2009-10,Xerez CD,25,4,2,1,0,0,3
2009-10,Sporting Gijón,25,0,3,0,0,1,0
2009-10,Getafe CF,25,0,0,0,1,0,1
2009-10,Atlético Madrid,25,1,1,0,1,0,1
2009-10,Real Racing Santander,25,0,0,0,1,0,1
2009-10,RCD Mallorca,26,0,3,0,0,1,0
2009-10,RCD La Coruña,26,1,1,0,1,0,1
2009-10,Athletic Club Bilbao,26,0,0,0,1,0,1
2009-10,Málaga CF,26,0,1,0,0,1,0
2009-10,Valencia CF,26,0,3,0,0,1,0
2009-10,Real Zaragoza,26,0,0,0,1,0,1
2009-10,RCD Español,26,1,4,0,0,1,0
2009-10,Real Madrid CF,26,4,1,1,0,0,3
2009-10,Xerez CD,26,0,2,0,0,1,0
2009-10,CA Osasuna,26,0,1,0,0,1,0
2009-10,Getafe CF,27,2,2,0,1,0,1
2009-10,Sevilla FC,27,0,2,0,0,1,0
2009-10,Real Valladolid CF,27,2,0,1,0,0,3
2009-10,Sporting Gijón,27,1,3,0,0,1,0
2009-10,CD Tenerife,27,1,2,0,0,1,0
2009-10,Villarreal CF,27,0,2,0,0,1,0
2009-10,Atlético Madrid,27,1,4,0,0,1,0
2009-10,Real Racing Santander,27,3,1,1,0,0,3
2009-10,UD Almería,27,0,2,0,0,1,0
2009-10,FC Barcelona,27,4,2,1,0,0,3
2009-10,Xerez CD,28,1,1,0,1,0,1
2009-10,RCD La Coruña,28,1,2,0,0,1,0
2009-10,Real Zaragoza,28,0,1,0,0,1,0
2009-10,CA Osasuna,28,0,2,0,0,1,0
2009-10,RCD Mallorca,28,0,0,0,1,0,1
2009-10,Villarreal CF,28,2,2,0,1,0,1
2009-10,Málaga CF,28,0,1,0,0,1,0
2009-10,RCD Español,28,0,0,0,1,0,1
2009-10,Athletic Club Bilbao,28,0,2,0,0,1,0
2009-10,Real Madrid CF,28,4,2,1,0,0,3
2009-10,CD Tenerife,29,1,1,0,1,0,1
2009-10,FC Barcelona,29,1,0,1,0,0,3
2009-10,Valencia CF,29,0,3,0,0,1,0
2009-10,Sporting Gijón,29,0,0,0,1,0,1
2009-10,Getafe CF,29,3,1,1,0,0,3
2009-10,UD Almería,29,0,1,0,0,1,0
2009-10,Atlético Madrid,29,2,3,0,0,1,0
2009-10,Sevilla FC,29,0,3,0,0,1,0
2009-10,Real Valladolid CF,29,0,3,0,0,1,0
2009-10,Real Racing Santander,29,3,4,0,0,1,0
2009-10,Athletic Club Bilbao,30,1,4,0,0,1,0
2009-10,CD Tenerife,30,0,3,0,0,1,0
2009-10,Málaga CF,30,0,2,0,0,1,0
2009-10,RCD Mallorca,30,1,1,0,1,0,1
2009-10,RCD La Coruña,30,0,3,0,0,1,0
2009-10,RCD Español,30,1,1,0,1,0,1
2009-10,Real Madrid CF,30,2,0,1,0,0,3
2009-10,Xerez CD,30,2,2,0,1,0,1
2009-10,CA Osasuna,30,0,3,0,0,1,0
2009-10,Villarreal CF,30,2,0,1,0,0,3
2009-10,Sevilla FC,31,2,1,1,0,0,3
2009-10,FC Barcelona,31,2,0,1,0,0,3
2009-10,Real Valladolid CF,31,0,0,0,1,0,1
2009-10,Sporting Gijón,31,0,1,0,0,1,0
2009-10,Getafe CF,31,1,0,1,0,0,3
2009-10,UD Almería,31,1,4,0,0,1,0
2009-10,Atlético Madrid,31,0,3,0,0,1,0
2009-10,Real Racing Santander,31,1,1,0,1,0,1
2009-10,Valencia CF,31,2,3,0,0,1,0
2009-10,Real Zaragoza,31,0,2,0,0,1,0
2009-10,Villarreal CF,32,0,3,0,0,1,0
2009-10,CD Tenerife,32,2,0,1,0,0,3
2009-10,Sevilla FC,32,1,2,0,0,1,0
2009-10,Xerez CD,32,2,1,1,0,0,3
2009-10,RCD La Coruña,32,0,3,0,0,1,0
2009-10,Málaga CF,32,2,2,0,1,0,1
2009-10,RCD Español,32,1,3,0,0,1,0
2009-10,RCD Mallorca,32,1,1,0,1,0,1
2009-10,Real Madrid CF,32,2,1,1,0,0,3
2009-10,Athletic Club Bilbao,32,0,2,0,0,1,0
2009-10,FC Barcelona,33,0,0,0,1,0,1
2009-10,Sporting Gijón,33,0,3,0,0,1,0
2009-10,Atlético Madrid,33,1,2,0,0,1,0
2009-10,Real Zaragoza,33,0,0,0,1,0,1
2009-10,UD Almería,33,0,0,0,1,0,1
2009-10,Real Valladolid CF,33,0,0,0,1,0,1
2009-10,Valencia CF,33,0,2,0,0,1,0
2009-10,Getafe CF,33,2,3,0,0,1,0
2009-10,Real Racing Santander,33,2,2,0,1,0,1
2009-10,CA Osasuna,33,0,2,0,0,1,0
2009-10,Xerez CD,34,1,3,0,0,1,0
2009-10,RCD La Coruña,34,0,1,0,0,1,0
2009-10,Real Madrid CF,34,2,1,1,0,0,3
2009-10,RCD Español,34,1,0,1,0,0,3
2009-10,CD Tenerife,34,1,3,0,0,1,0
2009-10,Sevilla FC,34,3,4,0,0,1,0
2009-10,Málaga CF,34,1,1,0,1,0,1
2009-10,Villarreal CF,34,2,1,1,0,0,3
2009-10,Real Valladolid CF,34,2,0,1,0,0,3
2009-10,Athletic Club Bilbao,34,0,0,0,1,0,1
2009-10,Valencia CF,35,2,0,1,0,0,3
2009-10,Real Zaragoza,35,1,0,1,0,0,3
2009-10,Sporting Gijón,35,1,1,0,1,0,1
2009-10,Real Racing Santander,35,1,2,0,0,1,0
